timestamp,user,message
Tue Apr 07 04:52:24 PDT 2009,Kayerodriguez,Miss u baby  r u awake? Time to poke ur patients already!
Tue Apr 07 04:52:28 PDT 2009,omgitsKatiebee,Going to starbucks!! Then school  first period is French. Zut! Je n'a pas fait mes devoirs francais.
Tue Apr 07 04:52:33 PDT 2009,solitarydancer,@Yasmin64 We're supposed to be getting Tesco in the states but nothing in my area yet.
Tue Apr 07 04:52:41 PDT 2009,mohdrafie,"Anyone who's like a superstar can use ustream.tv to broadcast #IgniteCardiff live. Apparently, my iMac is too heavy to carry there"
Tue Apr 07 04:52:42 PDT 2009,GiveMeSpace,"I Still Cant Find My Phone , And I Cant Call It , Cause Its Dead"
Tue Apr 07 04:52:45 PDT 2009,Lola_Pops,lunch was disappointing
Tue Apr 07 04:52:46 PDT 2009,jw37643,Cases like sandra cantu break my heart... Also the reason I'm uber protective of my girls
Tue Apr 07 04:52:46 PDT 2009,Smelleykins,is NOT a happy bunny. so-called friends have gone and ruined my chances on this project!
Tue Apr 07 04:52:46 PDT 2009,RachPower,"Would be fantastic if my home loan wasn't fixed. Everyone is rubbing their hands together with this interest rate cut, except for me"
Tue Apr 07 04:52:50 PDT 2009,dbferguson,"No one at my new job knows it's my birthday, so sadly I see no Big Cookie in my future."
Tue Apr 07 04:52:53 PDT 2009,peterneubauer,"#untwitter the &quot;trash-bin&quot; solution doesn't work! the tweet is in the indexes and propagated, even if it disappears from my personal list"
Tue Apr 07 04:52:54 PDT 2009,lovebig,@Januaryeme So sorry for your loss....another thing we seem to have in common.
Tue Apr 07 04:52:55 PDT 2009,FunnyTasha,@KikitaLinda Awww but 300 is also very much =D oh my gosh do you know whats going on with nick?
Tue Apr 07 04:52:55 PDT 2009,cerbstarraiser,I am NOT jealous of my friends with iPhones.  I'm not!  ...I'm not... Really...
Tue Apr 07 04:52:56 PDT 2009,guardian_renata,@Celticgirl1913 i'm sorry.  hopefully it will get better.
Tue Apr 07 04:52:58 PDT 2009,ShystieUK,"@NicholleMonique Tis true baby boo, tis true.. I need to charge up  coz my BB doesn't deserve to see the Yellow or Red bars.."
Tue Apr 07 04:53:02 PDT 2009,julie_luv,It's too early to be at school... It's 6:50 ugh....
Tue Apr 07 04:53:06 PDT 2009,debbiferr,just woke upp [: CHEESE ON TOAST. yummmm. i want to wear my spongebob teeshirt but i cant find it
Tue Apr 07 04:53:12 PDT 2009,Jeni86,is it friday yet
Tue Apr 07 04:53:14 PDT 2009,vasbestkept,@Ps8612 I missed the end of I love money
Tue Apr 07 04:53:16 PDT 2009,jenncastle,@ChrisInBoston Baston... that sucks dude.    {{sending happy thoughts your way}}
Tue Apr 07 04:53:18 PDT 2009,RoseStack,"@bradiewebbstack ew not meatloaf. go with pie..wow you said that like, 2 hours ago. omg as soon as i logged off you got on. typical"
Tue Apr 07 04:53:19 PDT 2009,Celz29,mr twitter what r u doing? i can't send direct messages anymore!!
Tue Apr 07 04:53:22 PDT 2009,jaimejo22,I'm sick...   Those little dudes from the Mucinex commerials are throwing a party in my chest.
Tue Apr 07 04:53:22 PDT 2009,julesyjules23,pet society aint working
Tue Apr 07 04:53:23 PDT 2009,rebeccaclark,i just cried when blair got expelled.  poooooor blair. but its okay. she is going to Yale and everything is okay.
Tue Apr 07 04:53:26 PDT 2009,holyfudge,Stuck at home  I watch way to many border patrol programs..watching a new zeland one now. What the hell is MAF?
Tue Apr 07 04:53:28 PDT 2009,joseadan88,ahh... food .... class
Tue Apr 07 04:53:29 PDT 2009,aharvey2006,My HDD DVD died  picked up the new Topfield TF71000HDPVRt  with the wife's permission of course
Tue Apr 07 04:53:33 PDT 2009,DeirdreJoh,good morning.... i wish it were nicer outside  but that's boston for you
Tue Apr 07 04:53:33 PDT 2009,tricia_nicole,where did spring go??
Tue Apr 07 04:53:35 PDT 2009,PaulaFanx13,Gonna go to school in about 40min
Tue Apr 07 04:53:37 PDT 2009,AnaVatazes,"You know, I don't how you people can put up with my lack of spelling ability. Just looked over a couple of posts and I messed up a word."
Tue Apr 07 04:53:40 PDT 2009,pennydog,@purplesparkle You'd get more taking it to the breakers
Tue Apr 07 04:53:41 PDT 2009,dancer_manda,"is getting ready, then school! tooo early"
Tue Apr 07 04:53:44 PDT 2009,Nicki39,Just got home from taking Lynsey to the airport. It's cold and snowing hear.  I think they said the high today was only in the 20's.
Tue Apr 07 04:53:45 PDT 2009,dareeen,"I hate our student teacher, mrs. rolls"
Tue Apr 07 04:53:52 PDT 2009,Ste1987,@23graeme23 Same  - Had an unproductive morning too.
Tue Apr 07 04:53:53 PDT 2009,sylvien,"@mamamusings thanks for link, will keep it for next time as I had already ordered glasses"
Tue Apr 07 04:53:57 PDT 2009,ICEparties,"sitting in the office on my own, all my colleagues have abandoned me"
Tue Apr 07 04:53:58 PDT 2009,robertholiday,it is cold in the A too
Tue Apr 07 04:54:03 PDT 2009,MATT1604,"@matt231 I still don't understand  Can you get me up to date, please?"
Tue Apr 07 04:54:06 PDT 2009,jawny,does it sound wrong if i say i miss her already? cuz i do..
Tue Apr 07 04:54:07 PDT 2009,DarthMolen,@tompierce GAAAH Now I have Monty streaming in my head. I thought I had kicked the habit
Tue Apr 07 04:54:08 PDT 2009,ginny9577,"@Helenszone unfortunately no, it's in the non-nkotb section  i'm still trying to figure out my AS spin-off.."
Tue Apr 07 04:54:09 PDT 2009,jhnewf,@tessaschraven Not sure if that would work!! It's so $$$ to fly out west!  I want to though...
Tue Apr 07 04:54:11 PDT 2009,noodleblue,@HarleyNK there's no NK's to play with
Tue Apr 07 04:54:15 PDT 2009,Farrahri,Idayu's away!!  And my phone is bent!!
Tue Apr 07 04:54:19 PDT 2009,TraceyGW,@rexnebula Congratulations!! I'm glad the job went well for you!!   about the no snacking....perhaps you can get some quality snacking in
Tue Apr 07 04:54:21 PDT 2009,shadowsteph,@roseformyrose oh I am feeling the same today
Tue Apr 07 04:54:22 PDT 2009,tsuiwei,What the.... Didn't have time to tweet since more than 24hours ago!!!
Tue Apr 07 04:54:22 PDT 2009,cklovewinter,@thatswhack74 hsm3 premiered here one day before the US premiere. the only time that happened
Tue Apr 07 04:54:27 PDT 2009,CassiiNasi,"SICKK  i feel like dying... but im not gonna,, cause i LOVEYOU."
Tue Apr 07 04:54:29 PDT 2009,iamcheerbear,eye hurts
Tue Apr 07 04:54:29 PDT 2009,philhawley,"@kusasi I had it before, but not sure it is on this phone  I will check with you before then, we will go down for the weekend I think!"
Tue Apr 07 04:54:30 PDT 2009,curvyclaudia,hmmm the twitter I sent from my phone last night didn't get posted
Tue Apr 07 04:54:32 PDT 2009,Mithrilendil,@coren42 erf can't listen to it at work
Tue Apr 07 04:54:35 PDT 2009,rondata,@TanMcG but.... it doesn't come with a flashlight
Tue Apr 07 04:54:37 PDT 2009,cleokid,@amnewsboy i'd love to but im at work now
Tue Apr 07 04:54:38 PDT 2009,lovingindie,This world sucks
Tue Apr 07 04:54:39 PDT 2009,cherrybomb54,Ergh I feel like crap...I'm so sorry
Tue Apr 07 04:54:41 PDT 2009,ianapplegate,looked for cafe on tooting common as per @baseblack suggestion. Ended up in the wrong one
Tue Apr 07 04:54:43 PDT 2009,carmensmiles,i want to see SAW 5!!!!!!! mhhhh i don�t when it�s available in Germany
Tue Apr 07 04:54:44 PDT 2009,safclyndz,Work soon
Tue Apr 07 04:54:44 PDT 2009,andrewb,@duncn Our stormy-ness has moved on
Tue Apr 07 04:54:45 PDT 2009,beautyidol,"Suppose i better do another post, i been slack latley"
Tue Apr 07 04:54:47 PDT 2009,btcprox,I'm craving for the long weekend...
Tue Apr 07 04:54:49 PDT 2009,Lisakristinee,Im superrr tired this morning  I want breakfast!
Tue Apr 07 04:54:51 PDT 2009,warrenparkinson,@Schofe Darn! I missed the Twitter man!  Is there anywhere online I could watch it Phil? What was his deal?
Tue Apr 07 04:54:54 PDT 2009,Laaurennnn,i'm so bord i have nothing to do i wish my friends went busy
Tue Apr 07 04:55:39 PDT 2009,saranouman,Just baashed my head on sum iron railings
Tue Apr 07 04:55:40 PDT 2009,nadimulia,wish could be in JKT for shaayna's birthday on thursday
Tue Apr 07 04:55:44 PDT 2009,BerticusMaximus,My brain hurts.  Talking about digitisation is very complicated
Tue Apr 07 04:55:54 PDT 2009,vestybaby,@Willie_Day26 u won't be singin that song lmao (smh) its soooo embarassing but it is cold and snow on the ground  hope y'all enjoy the  D
Tue Apr 07 04:55:57 PDT 2009,vilmajar,Cannot find my sport shoes  was ready to go for my first open-air running 2009.
Tue Apr 07 04:55:58 PDT 2009,mudpuddletwins,having a hard time concentrating; my cat some how got out &amp; has been missing for a day. He is literally a scaredy cat plus it's so cold.
Tue Apr 07 04:56:06 PDT 2009,srandhawa,shed a tear for &quot;gran torino&quot;  another vintage from the clint eastwood stable of movies
Tue Apr 07 04:56:09 PDT 2009,kch33,Getting ready to go to meeting.....Yeah!!
Tue Apr 07 04:56:12 PDT 2009,kimparsell,Lovely spring AM in Ohio - it's snowing.  No accumulation expected though. Supposed to start warming up again tomorrow thank goodness!
Tue Apr 07 04:56:11 PDT 2009,ClaireLouise89,Just been down to the opera house to see the star trek world premire...but missed it
Tue Apr 07 04:56:12 PDT 2009,illanzadi,"Almost at school. More ERBs.  and I have to bring in my back pack, and poster board and cake for a project. This may not turn out well."
Tue Apr 07 04:56:14 PDT 2009,seishirou99,"@silverwind Aw, that sucks."
Tue Apr 07 04:56:18 PDT 2009,summerlady,@KarimJebari thanks for concern. No physical harm. I was just about to enjoy some malatang when I found my wallet forever gone.
Tue Apr 07 04:56:23 PDT 2009,Adamicusthe3rd,"@Xantiriad fingers crossed for you Xan, that's horrid news"
Tue Apr 07 04:56:24 PDT 2009,Marawitch,had a lovely chat with a Thursday Island guy today.  And now is haaaanging for palm trees.......and frangipani.....and dugong...
Tue Apr 07 04:56:37 PDT 2009,LisaLuscious,The most boring dinner ever! i hate being stuck in the house wanting nice food and not having any!! sulky mood coming up
Tue Apr 07 04:56:40 PDT 2009,LucyHarrop,I'm so bored  But its sunny for once but i can tell its gonna rain
Tue Apr 07 04:56:42 PDT 2009,shiwon,Reila woke me up around 3:30AM and I STILL haven't gone back to bed because she's asleep on me
Tue Apr 07 04:56:45 PDT 2009,KingOfHighFives,Just seen 'Little Big Planet' for �11.99  I just spent �38.99 in it.
Tue Apr 07 04:56:57 PDT 2009,GJinkieZ,"I woke up to find snow, had to scrape my car and its 30 degrees!!! I miss FL and my Disney family so bad"
Tue Apr 07 04:57:00 PDT 2009,warisara,and here  http://twitpic.com/2yaxf
Tue Apr 07 04:57:04 PDT 2009,VeganAberinkula,@FruitTree101 I know! The poor thing must've been so scared! All these huge things coming towards it!
Tue Apr 07 04:57:06 PDT 2009,ycandybrooklyn,accidentaly overslept   had to drive this morning/stare at the sun.   5 page paper to start and finish in an hour. oh joy.
Tue Apr 07 04:57:19 PDT 2009,Mmerii,why i can`t find dear friend  i need her to tweet with me ! help me people !
Tue Apr 07 04:57:19 PDT 2009,PolkaDotSkirt,HOW is it 1pm ALREADY? Not enough done
Tue Apr 07 04:57:22 PDT 2009,saurjk,exams suck
Tue Apr 07 04:57:23 PDT 2009,lilyginny27,"@javastix as of now, it still ain't up yet"
Tue Apr 07 04:57:25 PDT 2009,hazy_crazy,is halfway through &quot;A Thousand Splendid Suns&quot; and already thinks it's brilliant... and so very sad
Tue Apr 07 04:57:28 PDT 2009,rnjeter,It's snowing.....no more needs to be said!
Tue Apr 07 04:57:30 PDT 2009,kevincharlie,urgh - look outside - it's winter wonderland all over again
Tue Apr 07 04:57:31 PDT 2009,Nielsdad,Trip to castle turned into a 60 mile round trip with the kids being sick in the back of the car
Tue Apr 07 04:57:32 PDT 2009,MusicalLoop,is wishing he'd brought some of the chocolaty treats to work.
Tue Apr 07 04:57:38 PDT 2009,buriko633,snow really makes me sad
Tue Apr 07 04:57:39 PDT 2009,shmerm,I spent all of last night waking up every 30 seconds because I was nervous about registration
Tue Apr 07 04:57:40 PDT 2009,BenJacob,"Damn, I just broke that wooden writing pad. which I usually uses when sketching.. and writing while on bed.. or relaxing on chair."
Tue Apr 07 04:57:42 PDT 2009,Dandy_Sephy,Drink exploded in my bag
Tue Apr 07 04:57:45 PDT 2009,jeffwhipple,@jutecht btw...loved your baseball post...this is definitely best time of year...was disappointed red sox opener was rained out...
Tue Apr 07 04:57:55 PDT 2009,julieannequinn,this time last week i was in paris
Tue Apr 07 04:57:55 PDT 2009,akansha_89,DC tomorrow... I m nt prepared!!
Tue Apr 07 04:57:57 PDT 2009,nursekk1,Has a cold.
Tue Apr 07 04:58:04 PDT 2009,shaauunaa,Ugh. I have to wait a whole day to see my baby.  and i work 5 to close today. Come visit me
Tue Apr 07 04:58:04 PDT 2009,urbanconspiracy,my housemaid.........oh I hate her :s  I guess she has alzheimers she didn't even know MY NAME
Tue Apr 07 04:58:05 PDT 2009,Farrah87,"wishing i wasnt at work, and preferably in bed.. sleeping"
Tue Apr 07 04:58:10 PDT 2009,simoncherian,locked out of my outlook account for the 3rd time in 3 days
Tue Apr 07 04:58:11 PDT 2009,Swagg_10,On my way to skool late as hell nd I dnt feel gud
Tue Apr 07 04:58:14 PDT 2009,Jinxx_,WHY does the Sims NEVER work on my laptop? WHYYYYY? Someone help me
Tue Apr 07 04:58:14 PDT 2009,yazza9,"Right away to start on some school work, snooze  xx"
Tue Apr 07 04:58:17 PDT 2009,Cruelimnet,Violence: bloodbath in Landgericht Landshut... 	 Germany is no longer safe
Tue Apr 07 04:58:20 PDT 2009,stayzz,@hoodrichjesse mine too and I can't get it back
Tue Apr 07 04:58:19 PDT 2009,alfonsostreet,I'm not excited for the yearly Holy Week trip to the beach.
Tue Apr 07 04:58:30 PDT 2009,dvx_uk,Did you know that I havn't played my 360 in over a week  I just can't seem to find the time just now
Tue Apr 07 04:58:32 PDT 2009,slamma,is home from Sydney but didn't bring back any doughnuts
Tue Apr 07 04:58:35 PDT 2009,bwsteam,"@SeanMalarkey Its evening here in India! Right now, Studying for exams!"
Tue Apr 07 04:58:39 PDT 2009,Helenszone,"@Rockergirl75 Eeek, I wanna read now but I can't  Later, I'll be on there later *can't wait*"
Tue Apr 07 04:58:40 PDT 2009,Fonzman1984,Keep having dreams right before I wake up that slingplayer for iPhone was released!  still nothing...
Tue Apr 07 04:58:42 PDT 2009,hairbydawn139,has to take her kids to the bus stop then get ready for work!
Tue Apr 07 04:58:44 PDT 2009,_MissKatie_,http://twitpic.com/2yb45 - Eggies!!! For my sister and parents. Im not so sure Im gonna get some back...
Tue Apr 07 04:58:50 PDT 2009,slizbiz,i miss going to school
Tue Apr 07 04:58:53 PDT 2009,marinasg,@mikafonacier I'm seriously so devastated.  Hell yes. HAHAHA. :x
Tue Apr 07 04:58:53 PDT 2009,seniorteddy,good morning world ! its to early to be at work !
Tue Apr 07 04:58:59 PDT 2009,nfoxww,Hanley's grand slam gave me a nice first day in fantasy baseball...too bad it came against the Nats
Tue Apr 07 04:59:11 PDT 2009,traviscampbell,Don't you hate it when your salary gets cut 10% and you have to cancel your vacation to Camp Meeting and miss Leonard Sweet Speak.
Tue Apr 07 04:59:18 PDT 2009,womenoftheworld,@Jeni86 Its only Tuesday gorgeous!! hasnt even reached mid week yet
Tue Apr 07 04:59:21 PDT 2009,KunnBROKEN,i think my life is horrible
Tue Apr 07 04:59:25 PDT 2009,pyupyu,@jeszlee me too ?  whats wrong ?
Tue Apr 07 04:59:25 PDT 2009,rebexsti,Martin and Sam aren't going to be at Soccer Six this year
Tue Apr 07 04:59:28 PDT 2009,ciazzo,Should I go for a run or should I do my laundry?? Or both?  Still gotta work tonite..
Tue Apr 07 04:59:27 PDT 2009,adamgford,Smart start + 24 = chipped tooth
Tue Apr 07 04:59:28 PDT 2009,ninjaradio,Trying to get the website completed.... Long days
Tue Apr 07 04:59:32 PDT 2009,AbbyHulk,Hope i did okay!
Tue Apr 07 04:59:34 PDT 2009,Ted_Avery,A snow covered morning... In April. So depressing  http://twitpic.com/2yb54
Tue Apr 07 04:59:34 PDT 2009,gabs,php playing up yet again  ...  $showform come on work u little .****
Tue Apr 07 04:59:35 PDT 2009,ginaberry,though i forgot my celery
Tue Apr 07 04:59:39 PDT 2009,sunflowereffa,@Adam_Brody where can one get a marshmallow gun?? I don't think you can get them in Ireland!!!
Tue Apr 07 04:59:41 PDT 2009,babybrown30,Is about to start studying for her next course Biology
Tue Apr 07 04:59:46 PDT 2009,NiciC,Just got my favourite brie and cranberry ciabatta... forgot to get it toasted though  damn
Tue Apr 07 04:59:50 PDT 2009,deanWombourne,Glad my PC had stopped randomly crashing;  it wasn't very conducive to work  - http://bkite.com/06fNh
Tue Apr 07 04:59:53 PDT 2009,GarberFootball,last night sucked...the tigers loss and msu lost  but atleast the red wings won
Tue Apr 07 04:59:53 PDT 2009,jellybeansoup,i liked kutner  #house
Tue Apr 07 05:01:06 PDT 2009,dangermouseuk,Is watching a wall come down and protecting a bad back from the rigeurs of another daily grind
Tue Apr 07 05:01:11 PDT 2009,CatQ,"@izzy4u thanks dear... we had two more tremors today, I'm ok but the poor people in l'Aquila are really in difficulty"
Tue Apr 07 05:01:12 PDT 2009,incomebuilder,hello tweeters..havent been on much lately...too busy  hope your all well!
Tue Apr 07 05:01:12 PDT 2009,nicklover411,Ew the snow is still here! i have school today!
Tue Apr 07 05:01:16 PDT 2009,gatedialer,On the way home from work. Gotta rest up because I work tonight.
Tue Apr 07 05:01:17 PDT 2009,amypenney,�356 to make my poorly car better  oh well worse things happen - anyone got any odd jobs for meeee? lol x
Tue Apr 07 05:01:22 PDT 2009,PoynterJones,I want to come home from work. Im sick. -_- My legs hurt
Tue Apr 07 05:01:23 PDT 2009,JeepNaked,gotta get dressed amd go into work today  ..but do model nude every Tues/Thurs nite until May 7th in Union at the CC
Tue Apr 07 05:01:23 PDT 2009,RoseStack,@bradiewebbstack omg am i being a stalker or WHAT?! i'm having a 1 sided convo with myself...through ur twitter  bradiekins &lt;-- haha
Tue Apr 07 05:01:25 PDT 2009,Karelman,thinking in Italy. So sorry
Tue Apr 07 05:01:25 PDT 2009,superstar_caz,"im all sore  on my days off, WHY?!"
Tue Apr 07 05:01:32 PDT 2009,TriciaKohn,Getting back into the swing of things at work.    Wishing I was at home with my girls.
Tue Apr 07 05:01:36 PDT 2009,Katsujinken,@Redoilcan Sorry can't tonite I'm Ironing and Hoovering... Then Dusting
Tue Apr 07 05:01:36 PDT 2009,Hollywood_Trey,@MissFarrah Very nice!!! U r a pretty young lady! But I'm no loser tho...&quot;holding up the L like that&quot;  LOL!
Tue Apr 07 05:01:44 PDT 2009,Lana6675,1 hr left of work...then spending the rest of the day with my sick lil girl
Tue Apr 07 05:01:46 PDT 2009,89emma89,is very tired and has no energy  as she has the cold
Tue Apr 07 05:01:54 PDT 2009,amysav83,@standinginalley every1's wrkin
Tue Apr 07 05:02:02 PDT 2009,dianeindoha,too sick to be here
Tue Apr 07 05:02:08 PDT 2009,jmh010,"http://bit.ly/rKfaO new spending plan looks very practical (more intelligence and irregular warfare (@ terrorism)), still jobs are lost.."
Tue Apr 07 05:02:09 PDT 2009,darkXmatt,@SL05NED hey not bad lol &gt;&lt; well im writing notes and notes and more notes then referring back to them.. dunno if it will even work
Tue Apr 07 05:02:11 PDT 2009,oceanographique,~yay~ going to plastic on thursday
Tue Apr 07 05:02:12 PDT 2009,shelbykatu,@marciachaney So it got to 78 yesterday...tied the record! Today.. about as warm..around 75. It feels like summer! But not for long
Tue Apr 07 05:02:13 PDT 2009,natemorgan,Headed to SFO for early flight to San Diego. Homesick already. Sniff sniff.
Tue Apr 07 05:02:14 PDT 2009,simoncherian,@bhargavkapadia aren't they always? remember the college. the 'private' connection used to block everything good.
Tue Apr 07 05:02:17 PDT 2009,jesta,A glorious sunny day and I've got a headache
Tue Apr 07 05:02:24 PDT 2009,stalkerh,Wants to be a developer and not a support engineer
Tue Apr 07 05:02:26 PDT 2009,HOOP12001,dont want to study today. want to pack my bags and leave. could it get any worse
Tue Apr 07 05:02:30 PDT 2009,purplelipstiick,@Roselyn ooouch
Tue Apr 07 05:02:40 PDT 2009,kayasmith,@Tracy_R cilla fell off the stage dancing to aitken drum in the last show
Tue Apr 07 05:02:41 PDT 2009,signup94,"6th grade to 1st year, ok. 1st year to second year? mmm. . . 2nd to third? OHMIEFFINGAWD! I'M SO OLD! ah munna miss the internet."
Tue Apr 07 05:02:46 PDT 2009,cklovewinter,@thatswhack74 that's what happened in twilight and will happen in new moon again
Tue Apr 07 05:02:47 PDT 2009,lmccrudden,@thehoosiersuk http://twitpic.com/2yafi - Keep Losing Count  Ill Guess About 176  xx
Tue Apr 07 05:02:49 PDT 2009,lecobarros,@malvim It's funny because it's true...
Tue Apr 07 05:02:49 PDT 2009,gabizil,Com mtoooo friooooo !
Tue Apr 07 05:02:49 PDT 2009,palumkin,prepping for moot court interviews... very nervous
Tue Apr 07 05:02:49 PDT 2009,noodleblue,@tamsul oh man!! its too hard! I cant not have phone contact
Tue Apr 07 05:02:52 PDT 2009,campbellscott,@cj_evans but I still like them
Tue Apr 07 05:02:54 PDT 2009,MadLadUK,Sunshine...!!  Washing drying. Trying to keep boys occupied... but all the want to do is slob about in pyjamas and play Halo..!!
Tue Apr 07 05:03:00 PDT 2009,Irenaaaa,On the train.. Day 2.. 2 more to go.. No coffee today
Tue Apr 07 05:03:05 PDT 2009,Siviann,I wish I could see Eddie! Never in Davenport
Tue Apr 07 05:03:08 PDT 2009,SCsweetie032,Just got to work a 1/2 hour ago.....wishing i was still in bed
Tue Apr 07 05:03:10 PDT 2009,ehreehkah,says aww. maintenance ang Pet Society.  http://plurk.com/p/n1mox
Tue Apr 07 05:03:15 PDT 2009,Cinnamon88,I just lost all my emails!  Not impressed
Tue Apr 07 05:03:17 PDT 2009,joshfahrner,"@tylertorment This is messed up, possibly to block the Sling Box with any service that AT&amp;T is going to offer"
Tue Apr 07 05:03:18 PDT 2009,David_Lazear,Does anyone use Flock?  My accounts &amp; services info in the sidebar has disappeared. Anyone know how to recover them?  No help from Flock
Tue Apr 07 05:03:19 PDT 2009,philoUK,Royal bank of scotland making tonnes of techie redundancies.  More competition for me then
Tue Apr 07 05:03:20 PDT 2009,habitualangel,glorious sunny day and i'm stuck in work
Tue Apr 07 05:03:30 PDT 2009,mandydoucet,My radio doesn't want to work this morning. It's too quiet without it.
Tue Apr 07 05:03:35 PDT 2009,TiffanyDow,@NicholasMancini Wish I could but Twitter nixed animation  It's grandfathered 4 those who have it.
Tue Apr 07 05:03:36 PDT 2009,braintrainer,"Social isolation alters the neuroinflammatory response, causing IL-6 levels to rise in stroke patients...it hurts to be alone"
Tue Apr 07 05:03:42 PDT 2009,natperez,Why am I not at the beach with ana and claudia?!
Tue Apr 07 05:03:52 PDT 2009,royaldixie,...if only I didn't feel crippled today. I can barely move my shoulder and neck
Tue Apr 07 05:03:52 PDT 2009,emielvanwegen,Oh no...!  It's expense report time;  over 4 cm of receipts
Tue Apr 07 05:03:56 PDT 2009,brettcarr,"@bletchleypark Visiting this weekend is the Computer Musuem open on Saturday, last time I came it was closed"
Tue Apr 07 05:04:00 PDT 2009,cleokid,@cscisu that probably explains why i dont like it.  i hate fruity pebbles.
Tue Apr 07 05:04:01 PDT 2009,nguyenl,@macknick Yes I do tweet back a lot but wonder why you don't respond. Did you delete your facebook account too?
Tue Apr 07 05:04:09 PDT 2009,alltimelowjody,@chantelYO chantelllll. im gonna cry now.
Tue Apr 07 05:04:12 PDT 2009,ShropshirePixie,"@piginthepoke had other stuff to do after finishing in here last night, rather late to bed  With curry sauce, or mushy peas?"
Tue Apr 07 05:04:15 PDT 2009,chelsea_33,is going to work.
Tue Apr 07 05:04:18 PDT 2009,xxzombiegirlxx,ughh mom`s making me cook dinner when i`m in the middle of Nick and Norah`s Infinite Playlist
Tue Apr 07 05:04:22 PDT 2009,cassyellen,ouch i bit the side of my mouth
Tue Apr 07 05:04:23 PDT 2009,omglaura,is starving but nothing looks appealing in my fridge
Tue Apr 07 05:04:31 PDT 2009,MariahAKAhoney,is watchin candy girls......why cant i b in a video......sux dey mainly use american girls
Tue Apr 07 05:04:36 PDT 2009,6ftunderthestar,Ugh school I hate you. Why do you make me get up so early?
Tue Apr 07 05:04:48 PDT 2009,gimraent,@kamikazekitten How long has he been gone? Hope he comes home to you soon ...
Tue Apr 07 05:05:02 PDT 2009,marionaunor,": so like, now that everyone knows what I'm doing with my life here in twitter what am I supposed to talk about in normal conversation?!?"
Tue Apr 07 05:06:58 PDT 2009,devonblack,"http://postsecret.blogspot.com/ The Jury Duty postcard - I WAS TOO, but I couldn't fly to Calgary for it."
Tue Apr 07 05:06:59 PDT 2009,Karithina,Being both a procrastinator and a perfectionist is a terrible combination for university
Tue Apr 07 05:07:02 PDT 2009,silversuperman,@nickycole30 i feel ya nicky-cole i feel sick as hell and this week has just not been going my way.   either way cant wait to share a ...
Tue Apr 07 05:07:09 PDT 2009,sweetney,"@drowninginkids Crap. Okay, okay so clearly I love Canadians. I forgot about @schmutzie &amp; @palinode too. Y'all make mass enslavement hard"
Tue Apr 07 05:07:13 PDT 2009,stacey_leah,Baby boy crying when I left. Hurts my heart
Tue Apr 07 05:07:12 PDT 2009,jyfulmama,My tea is cold
Tue Apr 07 05:07:17 PDT 2009,iCarluccio,Did you hear about Sxephil's father..  So sad.. Poor PhilyD..
Tue Apr 07 05:07:20 PDT 2009,sarahcd2004,"Another day at work!  Is it 5 o'clock yet? Guess not 'cause I'm still here.    Well, gotta go!"
Tue Apr 07 05:07:21 PDT 2009,laura_brooks,@davidjoergensen  I don't want to. Will phone back one of his colleagues and hope I don't get put through to him I think.
Tue Apr 07 05:07:22 PDT 2009,tree183,"@Vemsteroo There's a patch of frog-blood in the garage  I feel guilty, but I've stopped crying. Lol. I've never killed anything before."
Tue Apr 07 05:07:24 PDT 2009,Ohrbootin,Day 2 of wisdom teeth pain won't end
Tue Apr 07 05:07:29 PDT 2009,MissLeeza,@tenny_id ha. Its been falling since 5am.
Tue Apr 07 05:07:31 PDT 2009,cristinacost,@mformarie  causing a lot of trouble on this end too!
Tue Apr 07 05:07:33 PDT 2009,guyberryman,I meant &quot;rly&quot; not &quot;fly&quot; in my other tweet
Tue Apr 07 05:07:42 PDT 2009,RockStarPirate,Brrrr ! Heading to work.... Chilly today
Tue Apr 07 05:07:43 PDT 2009,camelgal,@dwsmillionthhug no facetime for u either huh?
Tue Apr 07 05:07:45 PDT 2009,Arianamm,Sore throat.  would love a bowl of grandma's matzo bowl soup right now.
Tue Apr 07 05:07:51 PDT 2009,skicat56,"Morning Twitterverse, my condolences to all the Spartan fans"
Tue Apr 07 05:07:59 PDT 2009,LesleyDewar,"Nite all.  It's been quite an epic event for me, setting this all up on my own and the remote dial in to my office didn't go as planned."
Tue Apr 07 05:08:03 PDT 2009,ritawiebner,"Not feeling so well this morning, not sure why I came into the office."
Tue Apr 07 05:08:04 PDT 2009,Erickey,Wrecked my shoes walking through the snoww
Tue Apr 07 05:08:04 PDT 2009,lovesOfaBlonde,writing my bachlorthesis =&gt; developing a bachlor crisis
Tue Apr 07 05:08:05 PDT 2009,Belle2gs,Getting ready for a rough one at work
Tue Apr 07 05:08:06 PDT 2009,DanniHannah,@katie_r_ excuse me when have i ever bullied you???
Tue Apr 07 05:08:07 PDT 2009,neerav,@katephelan mr nimoy did not attend the screening AFAIK
Tue Apr 07 05:08:09 PDT 2009,tinacase,@jillianne  ow.
Tue Apr 07 05:08:09 PDT 2009,amandaoaks,i can't believe it's snowing
Tue Apr 07 05:08:13 PDT 2009,RemiB,"Beuh, mon twitter gadget bug"
